StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,18+,ukres,informed_consent,qage,qgender,attentioncheck,primertimer_First Click,primertimer_Last Click,primertimer_Page Submit,primertimer_Click Count,v1timecont_First Click,v1timecont_Last Click,v1timecont_Page Submit,v1timecont_Click Count,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q45_First Click,Q45_Last Click,Q45_Page Submit,Q45_Click Count,contordinary,contordinarythumb_1,contordinarythumb_2,contordinarythumb_3,contordinarythumb_4,contordinarythumb_5,contfewwords,contaltered,contalteredthumb_1,contalteredthumb_2,contalteredthumb_3,contalteredthumb_4,contalteredthumb_5,contalteredwords,contfamiliar_1,contseenbefore,contfamvideothumb_1,contfamvideothumb_2,contfamvideothumb_3,contfamvideothumb_4,contfamvideothumb_5,contawaredf,contdfslider_1,continternet_1,contproficient_1,Q46_First Click,Q46_Last Click,Q46_Page Submit,Q46_Click Count,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,treatordinary,treatordinarythumb_1,treatordinarythumb_2,treatordinarythumb_3,treatordinarythumb_4,treatordinarythumb_5,treatfewwords,treataltered,treatalteredthumb_1,treatalteredthumb_2,treatalteredthumb_3,treatalteredthumb_4,treatalteredthumb_5,treatalteredwords,treatfamiliar_1,treatseenbefore,treatseenthumb_1,treatseenthumb_2,treatseenthumb_3,treatseenthumb_4,treatseenthumb_5,treatawaredf,treatdfslider_1,treatinternet_1,treatproficient_1,Q58_First Click,Q58_Last Click,Q58_Page Submit,Q58_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,exp2dfobv,exp2dfthumb_1,exp2dfthumb_2,exp2dfthumb_3,exp2dfthumb_4,exp2dfthumb_5,exp2confident_1,exp2dfwords,exp2familiar_1,exp2seenbefore,exp2seenbeforethumb_1,exp2seenbeforethumb_2,exp2seenbeforethumb_3,exp2seenbeforethumb_4,exp2seenbeforethumb_5,exp2awaredf,exp2dfslider_1,exp2internet_1,exp2proficient_1,rid,gender,age,education,gc,Create New Field or Choose From Dropdown...
2021-08-25 21:12:31,2021-08-25 21:19:44,0,100,433,1,2021-08-25 21:19:45,R_1mk0s6YHiRzan12,anonymous,EN,1,1,1,64,1,3,8.262,79.268,83.006,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.868,21.586,27.275,5,2.098,18.012,25.882,4,0.936,19.722,25.897,8,1.37,18.834,26.665,5,2.971,19.574,26.053,5,2,,,,,,,2,,,,,,,6,2,,,,,,1,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126a424-9a4c-efa6-5987-22aa4ab11fcd,,,,1,
2021-08-25 20:14:07,2021-08-25 21:23:31,0,100,4164,1,2021-08-25 21:23:31,R_Y4diOxx9zSGcwxP,anonymous,EN,1,1,1,31,1,3,0.743,77.322,77.995,6,0.963,27.869,28.831,7,1.836,8.541,29.401,3,0.853,30.296,31.063,3,0.98,0.98,848.509,1,0.794,311.303,311.825,2,2,,,,,,,2,,,,,,,7,2,,,,,,2,7,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61269672-5824-5a30-6095-90e4889ca087,,,,1,
2021-08-25 20:55:58,2021-08-25 21:23:42,0,100,1663,1,2021-08-25 21:23:42,R_21APCLqdkvOi1cY,anonymous,EN,1,1,1,54,1,3,5.036,15.324,82.867,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.385,4.385,29.314,1,3.06,12.332,27.194,6,2.722,4.265,33.883,5,3.383,29.136,30.997,5,2.997,5.984,27.334,10,3,,,,1,,10,one,10,2,,,,,,2,7,7,7,6126a044-18b1-b2b3-0aaf-8ba61f353021,,,,1,
2021-08-25 21:24:51,2021-08-25 21:30:09,0,100,318,1,2021-08-25 21:30:09,R_DB4WiiVSUNUk36N,anonymous,EN,1,1,1,34,1,3,3.001,69.083,71.931,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,24.52,26.058,5,4.319,20.017,26.503,4,1.721,24.535,25.837,6,1.507,21.597,25.83,5,1.102,24.401,26.011,11,1,,,,1,,Home movie,2,,,,,,,8,2,,,,,,1,2,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126a706-eca3-937f-8e90-f32e49bbe8d1,,,,1,
2021-08-25 21:16:06,2021-08-25 21:31:31,0,100,924,1,2021-08-25 21:31:31,R_28A1lTkLzVANriY,anonymous,EN,1,1,1,42,1,3,3.012,71.566,72.402,4,2.815,24.013,26.233,5,8.343,25.985,27.066,4,1.337,25.025,26.115,6,1.001,30.817,31.706,7,1.709,25.28,26.27,6,1,,,,,1,"Tom cruise was taking about picture quality on TVs ",1,,,,,1,"I think Tom cruise looks filtered in last photo something not quite right ",9,1,,,1,,,2,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126a4f6-4215-9c2c-2975-c27d91e4a670,,,,1,
2021-08-25 21:31:07,2021-08-25 21:32:25,0,100,77,1,2021-08-25 21:32:26,R_BWDRGGRt0lHL5pT,anonymous,EN,1,1,1,29,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126a85d-1877-dd7c-7b66-d25453e0ff4d,,,,2,
2021-08-25 21:25:31,2021-08-25 21:32:38,0,100,426,1,2021-08-25 21:32:38,R_2RVYBNkCWbIcK7Y,anonymous,EN,1,1,1,51,1,3,9.513,77.81,80.717,3,3.735,27.163,28.1,8,1.683,24.995,26.212,10,1.948,26.11,27.716,10,1.506,25.573,26.807,5,1.568,25.394,26.537,5,2,,,,,,,2,,,,,,,9,1,,,1,,,1,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126a73a-7f26-6233-2ff9-b8c5b76c9679,,,,1,
2021-08-25 21:28:36,2021-08-25 21:33:53,0,100,316,1,2021-08-25 21:33:53,R_2WJcYehJTGAGhLt,anonymous,EN,1,1,1,41,1,3,2.421,46.968,52.763,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.672,25.799,26.462,4,4.321,18.921,28.51,3,11.338,16.039,26.4,2,1.845,1.845,28.001,1,14.132,14.132,26.694,1,2,,,,1,,1,Sounds not great and didn't look exactly like him,6,2,,,,,,2,1,8,3,6126a7f4-d5de-f223-2c58-806574195057,,,,1,
2021-08-25 21:37:26,2021-08-25 21:37:38,0,100,11,1,2021-08-25 21:37:38,R_2CwuTWwgYzgBFuO,anonymous,EN,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126aa01-89a0-d3a5-011e-61f83488826c,,,,2,
2021-08-25 21:33:13,2021-08-25 21:40:24,0,100,430,1,2021-08-25 21:40:24,R_1oj2dZEUnCbGqKO,anonymous,EN,1,1,1,52,1,3,12.401,78.376,84.354,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.665,23.644,26.391,4,7.301,22.86,26.019,4,5.044,20.214,25.931,3,1.1,23.24,25.944,5,3.009,18.529,28.773,3,3,1,,,1,,9,"The background lighting ",8,3,,,,,,2,6,7,4,6126a8db-ac30-195a-1236-8e0712ef7125,,,,1,
2021-08-25 21:38:39,2021-08-25 21:44:00,0,100,321,1,2021-08-25 21:44:01,R_z0f34xVElsL7Fuh,anonymous,EN,1,1,1,50,1,3,3.226,69.706,72.32,3,6.803,22.127,26.277,3,3.094,17.303,26.131,3,2.659,17.958,26.421,3,1.789,17.975,27.085,3,2.975,17.13,26.026,3,2,,,,,,,2,,,,,,,10,2,,,,,,2,2,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126aa4d-2511-7105-97f4-442188e99943,,,,1,
2021-08-25 21:39:19,2021-08-25 21:45:53,0,100,393,1,2021-08-25 21:45:53,R_Y9p9rS1UFYuIUX7,anonymous,EN,1,1,1,24,1,3,1.454,79.04,80.633,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.104,34.681,53.144,5,3.058,29.97,31.084,3,2.196,27.411,28.284,4,1.045,15.532,43.316,2,1.164,15.043,26.708,2,2,,,,,,,2,,,,,,,10,2,,,,,,2,8,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126aa76-ba2e-ec86-2d2a-b88945d00ce0,,,,1,
2021-08-25 21:41:59,2021-08-25 21:46:30,0,100,271,1,2021-08-25 21:46:30,R_10D9jceM05CgSkS,anonymous,EN,1,1,1,55,1,3,1.866,66.316,67.574,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.317,22.648,26.268,5,1.835,7.276,26.201,4,1.148,15.334,26.135,5,1.051,14.916,26.118,5,1.401,8.279,26.276,4,2,,,,,,,2,,,,,,,7,2,,,,,,2,2,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126ab1b-714d-0aba-f7f3-1a4ce3bf7510,,,,1,
2021-08-25 21:42:41,2021-08-25 21:48:21,0,100,339,1,2021-08-25 21:48:23,R_2EHxudxHnsk4FPU,anonymous,EN,1,1,1,58,1,3,6.923,74.229,75.643,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.453,23.62,26.864,2,2.378,2.378,27.405,1,2.242,2.242,27.113,1,2.131,2.131,26.635,1,1.961,1.961,27.485,1,2,1,1,,,1,0,too clean,6,2,,,,,,1,3,4,4,6126ab37-c9bd-c782-93a1-fa438f554fc7,,,,1,
2021-08-25 21:41:47,2021-08-25 21:48:28,0,100,401,1,2021-08-25 21:48:29,R_3EteEJL22ZSyxTo,anonymous,EN,1,1,1,24,1,3,3.849,46.13,46.728,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.643,1.643,29.843,1,24.783,24.783,34.764,1,13.801,13.801,31.87,1,0.93,25.987,26.396,2,2.453,20.616,31.151,8,2,,1,1,,,7,2,9,2,,,,,,1,3,8,7,6126ab0f-f12f-f2b9-b8c7-c69540e3222b,,,,1,
2021-08-25 21:44:01,2021-08-25 21:49:36,0,100,335,1,2021-08-25 21:49:36,R_10N5yvYvZwnSf7Q,anonymous,EN,1,1,1,31,1,3,2.472,33.85,67.183,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.628,19.559,26.549,3,9.888,9.888,26.194,1,3.772,4.523,27.626,2,13.119,13.119,26.597,1,3.514,3.514,26.444,1,2,,,,,,,1,,,,1,1,Felt like it slipped a bit,10,2,,,,,,2,2,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126ab95-1ec2-b3eb-e7d9-a297ddc5e071,,,,1,
2021-08-25 21:45:37,2021-08-25 21:49:43,0,100,245,1,2021-08-25 21:49:44,R_3PXdUUOp7mCYdjD,anonymous,EN,1,1,1,26,1,3,1.05,44.054,45.942,24,0.774,18.587,30.513,24,0.78,5.185,27.456,6,2.601,26.783,27.463,8,0.834,25.261,26.168,10,1.195,24.807,25.985,10,1,1,,,,1,Because it’s fast paces,1,1,,,,,"Take ",6,1,,1,,,,2,10,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126abd4-5c3a-ee0e-d50d-efa06f69bfc3,,,,1,
2021-08-25 21:52:30,2021-08-25 21:52:56,0,100,25,1,2021-08-25 21:52:56,R_pEqTeQSJ9Y5vaYF,anonymous,EN,1,1,1,46,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126ad60-7f87-88b8-bea1-c2c29f7dd94d,,,,2,
2021-08-25 21:50:13,2021-08-25 21:55:05,0,100,292,1,2021-08-25 21:55:06,R_1q8RVW7XNpmcslO,anonymous,EN,1,1,1,62,1,3,1.301,68.645,71.848,3,2.133,29.038,30.827,4,0.882,24.434,26.061,5,0.944,19.041,28.034,4,1.251,18.336,26.033,4,1.201,21.137,30.431,4,1,1,,,,1,"It’s all great ",2,,,,,,,9,3,,,,,,1,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126ad02-ec50-8b65-abce-e735502af964,,,,1,
2021-08-25 21:50:13,2021-08-25 21:56:52,0,100,399,1,2021-08-25 21:56:52,R_2TuWOlR9TWxCM2r,anonymous,EN,1,1,1,44,1,3,3.301,77.284,78.132,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.185,2.185,47.592,1,0.893,30.36,31.05,3,0.976,0.976,31.196,1,1.166,20.603,27.614,6,0.813,14.983,26.351,3,1,,1,1,1,,Blury out of focus,2,,,,,,,5,2,,,,,,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126acfc-702b-a713-10f2-2ff8281d7dc7,,,,1,
2021-08-25 21:53:28,2021-08-25 22:00:03,0,100,395,1,2021-08-25 22:00:03,R_3lrEHmRcEgdumkv,anonymous,EN,1,1,1,45,2,3,2.802,74.59,76.91,4,1.801,23.112,26.021,5,1.863,15.771,26.017,3,0.984,16.085,26.303,3,1.045,17.129,26.057,2,1.082,15.651,25.805,2,2,,,,,,,1,1,,,,1,;£!?()£&&,10,2,,,,,,2,2,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126adb9-c960-2791-ae8e-da18c4bd7c95,,,,1,
2021-08-25 22:00:49,2021-08-25 22:01:27,0,100,38,1,2021-08-25 22:01:27,R_2c1QqpqQWTSi7kd,anonymous,EN,1,1,1,22,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126af79-3696-77b3-56ca-1f2786a66626,,,,2,
2021-08-25 21:54:57,2021-08-25 22:03:14,0,100,497,1,2021-08-25 22:03:15,R_3KClOtUTB49h2fZ,anonymous,EN,1,1,1,51,1,3,2.339,67.868,70.693,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.416,25.777,26.426,4,0.9,16.293,26.043,3,1.067,17.928,25.966,3,0.955,29.087,30.362,3,0.941,27.055,27.785,3,2,,,,,1,0,The lip movement didnt seem to mach the words,10,2,,,,,,2,0,5,5,6126ae1e-601e-edc8-9cec-b72db219ce57,,,,1,
2021-08-25 21:54:54,2021-08-25 22:04:57,0,100,603,1,2021-08-25 22:04:58,R_2wNO0SHQSo1NO1x,anonymous,EN,1,1,1,44,1,3,0,0,82.175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,40.708,0,0,0,28.537,0,0,0,38.023,0,0,0,33.2,0,0,0,37.434,0,2,1,,,,,7,"there appears to be an outline around Tom Cruise, looks like an image that has been pulled from another source..",9,3,,,,,,1,6,8,7,6126ae10-304d-0093-bfa0-39271a9b6c4f,,,,1,
2021-08-25 22:02:29,2021-08-25 22:06:35,0,100,246,1,2021-08-25 22:06:35,R_22sEQqET2NlxoBc,anonymous,EN,1,1,1,23,1,3,0.922,33.727,48.311,14,1.008,15.505,25.85,4,0.897,26.257,26.775,6,0.725,2.209,25.907,3,0.753,19.687,25.973,5,1.085,25.992,26.051,9,1,,,,,1,MISS THE RAGE ⁉️I MISS THE RAGE ⁉️MISS THE RAGE ⁉️I MISS THE RAGE ⁉️I MISS THEI MISS THE RA RAGE ⁉️MISS THE RAGE ⁉️I MISS THE RAGE ⁉️ @apx_barca：MISS THE RAGE ⁉️I MISS THE RAGE ⁉️MISS THE RAGE ⁉️I MISS THE RAGE ⁉️I MISS THEI MISS THE RA RAGE ⁉️MISS THE RAGE ⁉️I MISS THE RAGE ⁉️ @apx_barca：MISS THE RAGE ⁉️I MISS THE RAGE ⁉️MISS THE RAGE ⁉️I MISS THE RAGE ⁉️I MISS THEI MISS THE RA RAGE ⁉️MISS THE RAGE ⁉️I MISS THE RAGE I MISS THE RAGE ⁉️MISS THE RAGE ⁉️I MISS THE RAGE ⁉️I MISS THEI MISS THE RA RAGE ⁉️MISS THE RAGE ⁉️I MISS THE RAGE ⁉️ MISS THE RAGE ⁉️I MISS THE RAGE ⁉️MISS THE RAGE ⁉️I MISS THE RAGE ⁉️I MISS THEI MISS THE RA RAGE ⁉️MISS THE RAGE ⁉️I MISS THE RAGE ⁉️ MISS THE RAGE ⁉️I MISS THE RAGE ⁉️MISS THE RAGE ⁉️I MISS THE RAGE ⁉️I MISS THEI MISS THE RA RAGE ⁉️MISS THE RAGE ⁉️I MISS THE RAGE ⁉️,1,1,,,,,Diviccc u. U u I ivivivvucuc,7,1,,,,,1,2,0,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126afd6-ff01-1fa1-0f55-672c44c2e50b,,,,1,
2021-08-25 22:02:02,2021-08-25 22:08:38,0,100,395,1,2021-08-25 22:08:38,R_1FnACprhQBXVeYX,anonymous,EN,1,1,1,41,1,3,1.755,110.628,111.845,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,28.355,29.114,6,1.45,26.176,26.796,4,1.289,2.491,27.501,2,0.935,25.886,26.601,2,1.203,22.807,25.948,3,1,1,,,1,,Seemed fake,1,1,,,1,,Tom seemed to look off or act differently,10,2,,,,,,1,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126afc9-77d3-e7a1-6277-4ef38f61dfc7,,,,1,
2021-08-25 22:05:14,2021-08-25 22:11:20,0,100,366,1,2021-08-25 22:11:20,R_2fHaxeW8TJudL5g,anonymous,EN,1,1,1,43,1,3,4.737,78.872,79.581,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.141,37.861,38.538,3,2.065,2.065,26.572,1,2.104,26.816,36.222,2,4.102,30.234,32.07,2,1.485,28.531,32.536,3,1,,,,,1,8,"Unusual topic ",9,2,,,,,,2,2,7,7,6126b07b-4d68-c9f9-9812-4986c7e9130f,,,,1,
2021-08-25 22:07:33,2021-08-25 22:12:52,0,100,318,1,2021-08-25 22:12:52,R_cPd8VuGWKm6cAlb,anonymous,EN,1,1,1,23,1,3,14.986,53.927,70.104,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.039,19.428,26.073,5,3.967,12.201,26.23,2,2.776,14.359,26.281,2,2.813,4.03,29.138,2,3.325,23.91,28.151,4,1,,,,1,,The sound quality was absolutely terrible,2,,,,,,,10,2,,,,,,2,0,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126b118-fbcc-e1c0-5a87-3918182d7ade,,,,1,
2021-08-25 22:09:54,2021-08-25 22:16:22,0,100,388,1,2021-08-25 22:16:23,R_3g7QKcparTE0pla,anonymous,EN,1,1,1,22,1,3,2.23,66.87,68.576,5,1.038,32.202,45.374,10,1.952,29.323,44.104,5,0.901,19.246,48.15,4,0.801,42.608,43.502,7,0.966,45.131,46.1,2,2,,,,,,,2,,,,,,,7,2,,,,,,2,0,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126b169-a2fa-2bea-45cd-a934390622df,,,,1,
2021-08-25 22:18:28,2021-08-25 22:18:52,0,100,23,1,2021-08-25 22:18:52,R_12xtAJXGaOb5Pid,anonymous,EN,1,1,1,21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126b375-c299-8d8e-9d91-23873e93e6a3,,,,2,
2021-08-25 22:14:09,2021-08-25 22:21:01,0,100,412,1,2021-08-25 22:21:01,R_1Cf5eoefhI0JJRf,anonymous,EN,1,1,1,55,1,3,6.201,79.763,81.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.496,30.678,31.788,3,1.801,28.892,41.416,12,1.43,19.984,27.89,4,1.226,19.374,26.76,2,1.034,20.428,27.583,2,1,,,,1,1,8,Boivmcr,,1,,,,,1,1,2,8,7,6126b272-148f-cde9-a4c0-7ffc595be64a,,,,1,
2021-08-25 22:14:44,2021-08-25 22:21:06,0,100,382,1,2021-08-25 22:21:06,R_1lfO5BplIPDfBba,anonymous,EN,1,1,1,46,1,3,1.918,21.046,69.117,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26.123,0,3.846,15.881,25.969,2,2.289,17.29,32.136,2,1.701,18.411,59.644,2,0,0,42.331,0,2,,,,,,,2,,,,,,,9,2,,,,,,2,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126b2c8-7963-8b67-7f7d-745cdd33e007,,,,1,
2021-08-25 22:16:07,2021-08-25 22:23:33,0,100,445,1,2021-08-25 22:23:34,R_1mk4o8r8gc6VBUk,anonymous,EN,1,1,1,34,1,3,0,0,68.934,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26.433,0,0,0,50.201,0,65.984,65.984,66.57,1,32.336,32.336,35.324,1,0,0,55.891,0,1,,1,,,,8,The person shown does not look like Tom cruise,9,2,,,,,,2,2,10,9,6126b30e-5766-a597-2a7d-34bd64a9b23c,,,,1,
2021-08-25 21:52:10,2021-08-25 22:24:03,0,100,1913,1,2021-08-25 22:24:04,R_OvQ5xqApWdMPKVz,anonymous,EN,1,1,1,55,1,3,20.136,132.535,162.92,5,8.716,24.765,27.124,3,1.862,27.072,28.453,4,1.868,22.747,27.436,5,2.812,23.424,26.426,4,3.136,25.277,26.666,2,1,1,,,,1,In these he was talking directly to the Camera not being Interviewed by another Person.,1,1,1,,,1,"Wasn't sure that what he was saying was Genuine. ",9,1,,,,1,,2,1,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126ad77-d685-7d6b-eae5-9aad8a22379d,,,,1,
2021-08-25 22:16:26,2021-08-25 22:28:42,0,100,736,1,2021-08-25 22:28:42,R_1lhkY6DPfFZewBf,anonymous,EN,1,1,1,38,1,3,5.638,70.332,71.333,4,2.629,2.629,126.677,1,8.505,9.82,35.307,2,3.343,3.343,37.456,1,33.372,48.758,49.909,2,17.047,43.43,44.461,2,1,,1,,,1,"The lighting different ",1,1,1,,,1,Seems toms been put in,9,2,,,,,,2,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126b31f-3365-e899-4a78-85c557e236dc,,,,1,
2021-08-25 22:26:12,2021-08-25 22:30:13,0,100,241,1,2021-08-25 22:30:14,R_1o6LaX8bDm30aKq,anonymous,EN,1,1,1,26,1,3,5.101,45.682,46.49,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.283,26.783,27.717,13,0.743,5.338,35.015,6,0.878,2.089,27.324,2,0.891,23.853,25.793,8,1.329,28.748,29.464,7,1,1,1,,1,,7,"Because ",8,1,1,1,,,,1,8,3,8,6126b56d-6d32-0962-3a54-d3465f631710,,,,1,
2021-08-25 22:23:35,2021-08-25 22:30:15,0,100,399,1,2021-08-25 22:30:15,R_RrcjWBdNcZCGAox,anonymous,EN,1,1,1,50,1,3,4.2,75.822,78.695,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.151,49.761,50.885,10,1.827,28.985,30.004,4,1.353,36.956,38.636,9,1.551,32.251,34.296,5,1.395,29.38,30.623,4,2,,,,,,,2,,,,,,,10,2,,,,,,1,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126b4c7-60bf-bf23-4e03-35762dd580fb,,,,1,
